class_id,title,description
1,Federation Council ratifies Kyoto treaty,"The Federation Council, the upper chamber of the Russian parliament, has ratified the Kyoto Protocol to the United Nations Framework Convention on Climate Change, which was signed by Russia in 1997."
2,Psychology professor gets key athletics job,LONDON: Britains track  amp; field association is turning to a psychology professor to help prepare elite athletes for the 2008 Beijing Olympics.
2,Web Site Part of Zook's Lasting Legacy (AP),AP - The webmasters got their wish. Florida finally decided to fireronzook.
3,"Colgate-Palmolive, Unilever warn of disappointments",Two consumer products giants - Colgate-Palmolive (CL) and Unilever (UL) warned Monday of disappointing outlooks as consumer goods firms across the world struggle with a slowdown in spending by shoppers.
4,Scientists Say Risk of Water Wars Rising,"STOCKHOLM (Reuters) - The risk of wars being fought over water is rising because of explosive global population growth and widespread complacency, scientists said on Friday. "
2,Vikings Lucky to Have Tight End Wiggins (AP),AP - Cornerback Antoine Winfield and wide receiver Marcus Robinson were the two most heralded free agents signed by Minnesota last March.
4,Claria Cancels \$150 million IPO,"Claria Cancels \$150 million IPO\Contextual advertising and pop up company Claria Corp. has canceled plans for a \$150 million initial public offering due to ""current market conditions,"" it said in a regulatory filing on Wednesday.\\Claria, which filed its original prospectus in April of this year, had not disclosed the number ..."
3,Market Roundup,Merck shares dropped 10 percent Monday to the lowest level since 1995 after a published report said the drugmaker tried for years to stop safety concerns from hurting sales of its Vioxx painkiller.
2,"NBA-Suns Scorch Trail Blazers, Kings Beat Celtics","Quentin Richardson poured in 37 points, including eight three-pointers, and Shawn Marion added 16 points and 12 rebounds to lead the Phoenix Suns to a 121-99 thrashing of the host Portland Trail Blazers Sunday."
3,One Value-Priced Biotechnology Giant,"As investors waited anxiously for Amgen #39;s (Nasdaq: AMGN) earnings report, the United Kingdom #39;s high court snuck in with a stinker."
3,DreamWorks Animation IPO Prices Above Estimates,The initial public offering of DreamWorks Animation SKG Inc. raised a more than expected \$812 million on Wednesday after the shares of the film producer priced well above expectations.
4, #39;Virgin Mary #39; toast sold on net,"A piece of toast said to bear a picture of the Virgin Mary has sold on the internet for a whopping \$28,000. It #39;s actually a toasted cheese sandwich that was made 10 years ago, and the burn marks on it look like the Biblical figure."
3,Boeing Sees EU Agreeing to End Launch Aid," WASHINGTON (Reuters) - A top Boeing Co. official said on  Friday he was optimistic the European Union would agree to end  government aid to develop new aircraft, which has helped its  chief rival Airbus grab more than half of the civil aircraft  market."
3,Unocal to Settle Lawsuits Over Myanmar Abuse,Unocal Corp. has agreed to settle two closely watched lawsuits accusing the US oil giant of turning a blind eye to human rights abuses that occurred during the construction 
3,Small Business Optimism Still Strong (Reuters),"Reuters - U.S. small business optimism dipped\slightly last month but remained near record levels, suggesting\a strong outlook for growth, a survey released on Tuesday\showed."
4,MSN Beta Search Engine Somewhat Launched,"MSN Beta Search Engine Somewhat Launched\\It's finally happened, MSN has launched their new beta test of the autonomous MSN Search - their own search engine. No longer is MSN dependent upon Looksmart or Inktomi and other partners (wasn't Direct Hit one of them in the past?) to produce search results ..."
4,Intel makes tiny breakthrough,"CONTRADICTING fears that the semiconductor industry #39;s pace of development is slowing, Intel has achieved a milestone in shrinking the size of transistors that will power next-generation chips."
2,Double Dutch to Lazio,TWO Boudewijn Zenden goals put Middlesbrough firmly on the UEFA Cup map at the Riverside today. The victory was richly deserved and means Middlesbrough are likely to qualify from Group E into the latter knockout stages.
1,9 Marines killed in Iraq fighting,"NEAR FALLUJAH, Iraq - A car bomb killed eight US Marines outside Fallujah on Saturday, the deadliest attack against the US military in nearly six months."
1,Opposition leads in Romania poll,Partial results put opposition candidate Traian Basescu narrowly ahead in the race to be Romanian president.
1,Woman believed to be 1st to walk around Australia strides back to hometown (Canadian Press),"Canadian Press - MELBOURNE, Australia (AP) - A 36-year-old businesswoman was believed to be the first woman to walk around Australia on Friday after striding into her hometown of Melbourne to complete her 16,700-kilometre trek in 365 days."
4,Microsoft unveils Windows XPSE in Hindi,"The Windows XP Starter Edition (XPSE) is a low-cost, version of Windows XP, meant for emerging markets. NEW DELHI: Microsoft has announced the upcoming release of Windows XP Starter Edition (XPSE), a new version of Windows XP for emerging markets."
3,US jobless claims fall again,"Initial claims for state unemployment benefits fell unexpectedly to 323,000 last week, down 12,000 from a week earlier, the US Labour Department said today."
1,"Presidential debates: high drama, disputed impact (AFP)","AFP - For sheer political drama, few spectacles can match the sight of two men going toe to toe before tens of millions of television viewers, slugging it out for the most powerful job on Earth."
3,FAA tries to identify source of ice that struck house,"KENT, Wash. -- Investigators are trying to identify the source of chunks of ice that smashed through the roof of a house in this Seattle suburb last week, landing on the bed of a 7-year-old girl."
2,Ol #39; ballcoach draws up another trick play,"The inability to figure Steve Spurrier hasn #39;t been this severe since Georgia dumped Ray Goff. During his 12-year coaching run at the University of Florida, no one ever knew exactly what he was "
4,Acer revs new Ferrari notebook,"The Ferrari 3400 uses Advanced Micro Devices #39; Athlon 64 processor 3000, as well as AMD #39;s technology for extended system battery life, Acer said."
2,Pistons are solid in season debut,"For starters, the Pistons played well enough to win their season opener Tuesday night against the Houston Rockets. But down the road, they will need more help off the bench."
2,"Former Steelers, Maine player Strzelczyk dies after highway chase, crash","Justin Strzelczyk , a former player for the Pittsburgh Steelers and the University of Maine, died yesterday in a fiery head-on collision with a tanker truck in Herkimer, N.Y., after he led state troopers on a 40-mile highway chase during morning rush hour. Strzelczyk, 36, was an offensive lineman with the Steelers for nearly a decade until the team released ..."
3,UAL seeks another \$2 bln cost savings,"SAN FRANCISCO (CBS.MW) - UAL Corp., the bankrupt parent of United Airlines, is seeking to slash another \$2 billion in operating costs as it struggles to overcome record-high fuel costs and the lowest airfares in over a decade."
1,Iraq Government Retracts Claim Top Saddam Aide Held," BAGHDAD (Reuters) - Iraq's government said on Monday it had  not captured the most wanted Saddam Hussein aide still on the  run, in an embarrassing climbdown a day after top officials  reported he had been seized in a raid by Iraqi forces."
1,US  #39;defector #39; to turn himself in,"Charles Robert Jenkins, a one-time US Army sergeant accused of defecting to North Korea 39 years ago, has saidy he will soon surrender to military authorities to  quot;face the charges that have been filed against me."
1,'Tough on terror' platform reigns (USATODAY.com),"USATODAY.com - One TV ad shows a dark-haired ""terrorist"" scoping out a nuclear power plant through binoculars and taking photos of a passing train. Another shows black smoke pouring from the World Trade Center towers."
4,"Poachers Target Musk Deer for Perfumes, Medicines","Musk has been used in perfume and traditional remedies for 5,000 years. But now the deer that secretes the valuable substance is becoming threatened across its range."
3,Russian target Abramovich hit by 400m tax bill,"Chelsea football club #39;s owner, Roman Abramovich, has been hit with a 400m tax bill relating to his Russian oil company Sibneft, according to local reports, raising fears that he could be the next oligarch targeted by President Vladimir Putin in the "
4,HP tips its hand on new iPod,Hewlett-Packard reveals the pricing and storage capacity for its clone of Apple's music player.
4,Macworld Boston to move to smaller digs,"After low turnout at the Boston Convention  #38; Exhibition Center, IDG World Expo moves the confab to the Hynes Convention Center."
2,Eagles Lead Cowboys 42-21 After 3 Quarters (AP),AP - Terrell Owens caught his third touchdown pass of the game and the Philadelphia Eagles took a 42-21 lead over the Dallas Cowboys after three quarters Monday night.
1,Spanish Police Make 10 Terror Arrests (AP),"AP - Police staging pre-dawn raids in Barcelona Wednesday arrested 10 people who may have supported Islamic militants in North Africa or the Middle East, officials said."
